source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[individual]	characteristics[biological replicate]	characteristics[sample type]	characteristics[sample matrix]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[file uri]	comment[platform]	comment[panel version]	comment[quantification unit]	comment[plate]	comment[normalization method]	comment[somascan menu]	comment[somascan platform]	comment[sdrf version]	comment[sdrf annotation tool]
PAD000003-C60_positive_13	Homo sapiens	Blood plasma	not available	not available	not available	C60	154	not applicable	blood plasma	PAD000003-r00154-C60_positive_13	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C257_negative	Homo sapiens	Blood plasma	not available	not available	not available	C257	155	not applicable	blood plasma	PAD000003-r00155-C257_negative	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C190_positive_5	Homo sapiens	Blood plasma	not available	not available	not available	C190	156	not applicable	blood plasma	PAD000003-r00156-C190_positive_5	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C33_positive_14	Homo sapiens	Blood plasma	not available	not available	not available	C33	157	not applicable	blood plasma	PAD000003-r00157-C33_positive_14	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C238_negative	Homo sapiens	Blood plasma	not available	not available	not available	C238	158	not applicable	blood plasma	PAD000003-r00158-C238_negative	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C36_positive_16	Homo sapiens	Blood plasma	not available	not available	not available	C36	159	not applicable	blood plasma	PAD000003-r00159-C36_positive_16	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C101_positive_4	Homo sapiens	Blood plasma	not available	not available	not available	C101	160	not applicable	blood plasma	PAD000003-r00160-C101_positive_4	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C141_positive_15	Homo sapiens	Blood plasma	not available	not available	not available	C141	161	not applicable	blood plasma	PAD000003-r00161-C141_positive_15	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C240_negative	Homo sapiens	Blood plasma	not available	not available	not available	C240	162	not applicable	blood plasma	PAD000003-r00162-C240_negative	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C126_positive_13	Homo sapiens	Blood plasma	not available	not available	not available	C126	163	not applicable	blood plasma	PAD000003-r00163-C126_positive_13	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C106_negative	Homo sapiens	Blood plasma	not available	not available	not available	C106	164	not applicable	blood plasma	PAD000003-r00164-C106_negative	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C224_negative	Homo sapiens	Blood plasma	not available	not available	not available	C224	165	not applicable	blood plasma	PAD000003-r00165-C224_negative	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C113_positive_19	Homo sapiens	Blood plasma	not available	not available	not available	C113	166	not applicable	blood plasma	PAD000003-r00166-C113_positive_19	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C195_negative	Homo sapiens	Blood plasma	not available	not available	not available	C195	167	not applicable	blood plasma	PAD000003-r00167-C195_negative	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C237_negative	Homo sapiens	Blood plasma	not available	not available	not available	C237	168	not applicable	blood plasma	PAD000003-r00168-C237_negative	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C93_positive_13	Homo sapiens	Blood plasma	not available	not available	not available	C93	169	not applicable	blood plasma	PAD000003-r00169-C93_positive_13	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C141_positive_7	Homo sapiens	Blood plasma	not available	not available	not available	C141	170	not applicable	blood plasma	PAD000003-r00170-C141_positive_7	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C137_negative	Homo sapiens	Blood plasma	not available	not available	not available	C137	171	not applicable	blood plasma	PAD000003-r00171-C137_negative	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C77_positive_11	Homo sapiens	Blood plasma	not available	not available	not available	C77	172	not applicable	blood plasma	PAD000003-r00172-C77_positive_11	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C166_negative	Homo sapiens	Blood plasma	not available	not available	not available	C166	173	not applicable	blood plasma	PAD000003-r00173-C166_negative	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C197_negative	Homo sapiens	Blood plasma	not available	not available	not available	C197	174	not applicable	blood plasma	PAD000003-r00174-C197_negative	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C138_positive_17	Homo sapiens	Blood plasma	not available	not available	not available	C138	175	not applicable	blood plasma	PAD000003-r00175-C138_positive_17	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C130_negative	Homo sapiens	Blood plasma	not available	not available	not available	C130	176	not applicable	blood plasma	PAD000003-r00176-C130_negative	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C246_negative	Homo sapiens	Blood plasma	not available	not available	not available	C246	177	not applicable	blood plasma	PAD000003-r00177-C246_negative	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C20_positive_14	Homo sapiens	Blood plasma	not available	not available	not available	C20	178	not applicable	blood plasma	PAD000003-r00178-C20_positive_14	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C123_positive_7	Homo sapiens	Blood plasma	not available	not available	not available	C123	179	not applicable	blood plasma	PAD000003-r00179-C123_positive_7	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C190_positive_2	Homo sapiens	Blood plasma	not available	not available	not available	C190	180	not applicable	blood plasma	PAD000003-r00180-C190_positive_2	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C110_positive_2	Homo sapiens	Blood plasma	not available	not available	not available	C110	181	not applicable	blood plasma	PAD000003-r00181-C110_positive_2	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C138_positive_14	Homo sapiens	Blood plasma	not available	not available	not available	C138	182	not applicable	blood plasma	PAD000003-r00182-C138_positive_14	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C147_positive_7	Homo sapiens	Blood plasma	not available	not available	not available	C147	183	not applicable	blood plasma	PAD000003-r00183-C147_positive_7	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C126_positive_2	Homo sapiens	Blood plasma	not available	not available	not available	C126	184	not applicable	blood plasma	PAD000003-r00184-C126_positive_2	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C42_positive_2	Homo sapiens	Blood plasma	not available	not available	not available	C42	185	not applicable	blood plasma	PAD000003-r00185-C42_positive_2	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C60_positive_9	Homo sapiens	Blood plasma	not available	not available	not available	C60	186	not applicable	blood plasma	PAD000003-r00186-C60_positive_9	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C34_positive_11	Homo sapiens	Blood plasma	not available	not available	not available	C34	187	not applicable	blood plasma	PAD000003-r00187-C34_positive_11	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C214_negative	Homo sapiens	Blood plasma	not available	not available	not available	C214	188	not applicable	blood plasma	PAD000003-r00188-C214_negative	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C36_positive_12	Homo sapiens	Blood plasma	not available	not available	not available	C36	189	not applicable	blood plasma	PAD000003-r00189-C36_positive_12	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C187_positive_7	Homo sapiens	Blood plasma	not available	not available	not available	C187	190	not applicable	blood plasma	PAD000003-r00190-C187_positive_7	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C67_positive_3	Homo sapiens	Blood plasma	not available	not available	not available	C67	191	not applicable	blood plasma	PAD000003-r00191-C67_positive_3	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C58_positive_12	Homo sapiens	Blood plasma	not available	not available	not available	C58	192	not applicable	blood plasma	PAD000003-r00192-C58_positive_12	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C164_negative	Homo sapiens	Blood plasma	not available	not available	not available	C164	193	not applicable	blood plasma	PAD000003-r00193-C164_negative	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C27_positive_6	Homo sapiens	Blood plasma	not available	not available	not available	C27	194	not applicable	blood plasma	PAD000003-r00194-C27_positive_6	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C42_positive_14	Homo sapiens	Blood plasma	not available	not available	not available	C42	195	not applicable	blood plasma	PAD000003-r00195-C42_positive_14	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C31_positive_11	Homo sapiens	Blood plasma	not available	not available	not available	C31	196	not applicable	blood plasma	PAD000003-r00196-C31_positive_11	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C58_positive_7	Homo sapiens	Blood plasma	not available	not available	not available	C58	197	not applicable	blood plasma	PAD000003-r00197-C58_positive_7	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C58_negative	Homo sapiens	Blood plasma	not available	not available	not available	C58	198	not applicable	blood plasma	PAD000003-r00198-C58_negative	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C116_positive_9	Homo sapiens	Blood plasma	not available	not available	not available	C116	199	not applicable	blood plasma	PAD000003-r00199-C116_positive_9	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C139_positive_8	Homo sapiens	Blood plasma	not available	not available	not available	C139	200	not applicable	blood plasma	PAD000003-r00200-C139_positive_8	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C137_positive_14	Homo sapiens	Blood plasma	not available	not available	not available	C137	201	not applicable	blood plasma	PAD000003-r00201-C137_positive_14	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C187_positive_12	Homo sapiens	Blood plasma	not available	not available	not available	C187	202	not applicable	blood plasma	PAD000003-r00202-C187_positive_12	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C141_positive_13	Homo sapiens	Blood plasma	not available	not available	not available	C141	203	not applicable	blood plasma	PAD000003-r00203-C141_positive_13	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-C93_positive_20	Homo sapiens	Blood plasma	not available	not available	not available	C93	204	not applicable	blood plasma	PAD000003-r00204-C93_positive_20	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
